Property Name,Tax Parcel,Property Type,Address,Gross Area (sq ft),Property Uses,Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Onsite Renewable (kWh),ENERGY STAR Score
Dudley Branch,1201180000,Library,65 Warren St,25933,Library,Not Available,,,,,,,,,
Dudley Greenville,1200023010,Multifamily Housing,205 Dudley St,35873,"Multifamily Housing, Parking",2986263.8,0.232683161,0.747321754,,,,,,,62
Dudley St,703676000,Non-Refrigerated Warehouse,55 Humphreys St,105000,Non-Refrigerated Warehouse,82992.3,0.920869351,,,,,,,,100
E-05 Station,2005719000,Police Station,1708 Centrer St,14290,Police Station,2806059.2,0.334533081,0.636719639,,,,,,,
E-13 Station,1102261000,Police Station,3347 Washington St,14750,Police Station,2037308.6,0.370089117,0.59810821,,,,,,,
E-18 Station,1809107000,Police Station,1249 Hyde Park Ave,23400,Police Station,2381165.1,0.274722788,0.701669531,,,,,,,
East Berkeley Lofts,306266000,Multifamily Housing,160 East Berkeley Street,50985,Multifamily Housing,2822243.2,0.350292791,0.619605674,,,,,,,74
EAST BOSTON HS,103384000,K-12 School,86 White St.,212505,K-12 School,16672584.9,0.129269749,0.859621761,,,,,,,58
East Boston Neighborhood Health Center,105815000,Urgent Care/Clinic/Other Outpatient,10 Gove St,57458,Urgent Care/Clinic/Other Outpatient,6680887.1,0.580069232,0.370083907,,,,,,,
East Boston Stadium,104164006,Other,143 Porter St,112500,Other,940040.1,0.920867546,,,,,,,,
East Coast Condominium,303471000,Multifamily Housing,"122, 130 Fulton Street",24455,Multifamily Housing,1844117,0.283441874,0.6922012,,,,,,,36
EBNHC - Maverick,105658010,Urgent Care/Clinic/Other Outpatient,20 Maverick Square,47777,Urgent Care/Clinic/Other Outpatient,5278062.7,0.533965365,0.420149594,,,,,,,
Eco Brainerd LLC,"2101529000, 2101531000",Multifamily Housing,75 Brainerd Rd,67527,Multifamily Housing,3202838.9,0.510898318,0.445198789,,,,,,,94
Economy Plumbing && Heating Supply Co,4051719,Distribution Center,875 Morton Street,75000,Distribution Center,1493977.2,0.275238353,0.701109696,,,,,,,76
Edge Brainerd LLC,2101478000,Multifamily Housing,60 Brainerd Rd,64079,Multifamily Housing,3180715,0.399507264,0.566161979,,,,,,,94
Edgemere Garden,1812339010,Multifamily Housing,125 Edgemere Rd,17029,Multifamily Housing,1654004.1,0.132891073,0.855689294,,,,,,,95
EDISON,2205229000,K-12 School,60 Glenmont Rd.,100500,K-12 School,6826203.9,0.136072245,0.85223471,,,,,,,70
Edward Sullivan Condominium 401-407 W 1st St,602875000,Multifamily Housing,401-407 West First Street,89096,"Multifamily Housing, Office, Parking",274566.1,0.376193958,0.5914787,,,,,,,
EDWARDS,200963000,K-12 School,28 Walker St.,81668,K-12 School,4384273.8,0.188833229,0.794939883,,,,,,,82
EEC EAST BOSTON,103989000,K-12 School,135 Gove St.,36400,K-12 School,2771792.8,0.324354814,0.647772481,,,,,,,36
EEC MATTAPAN,1800513000,K-12 School,108 Babson St.,36820,K-12 School,2680695.1,0.355460629,0.613993699,,,,,,,37
EEC ROXBURY,1202935000,K-12 School,263 Blue Hill Ave.,35000,K-12 School,2915234.1,0.314408218,0.658573835,,,,,,,29
EF Campus - International House,2204704000,Other - Education,200 Lake Street,144000,Other - Education,3888336.6,0.617253799,0.329703966,,,,,,,
EGLESTON,1101465010,K-12 School,3134 Wasington St,30000,K-12 School,199307.7,0.920866807,,,,,,,,100
Egleston Branch,1101624000,Library,2044 Columbus Ave,6000,Library,686601.4,0.346618272,0.623596165,,,,,,,
Egleston Crossing-3033,1101005000,Multifamily Housing,3033 Washington Street,55719,"Multifamily Housing, Parking",3872960.4,0.441794136,0.520241312,,,,,,,49
Element Brainerd LLC,2101528000,Multifamily Housing,65 Brainerd Rd,77303,Multifamily Housing,3751191.5,0.496862877,0.460440369,,,,,,,88
Eleven West,0600055010 060006100,Multifamily Housing,11 West Broadway,108163,"Multifamily Housing, Other - Restaurant/Bar, Parking",1680608.5,0.264010982,0.713301938,,,,,,,100
ELIOT,302104000,K-12 School,18 Charter St.,34603,K-12 School,2103335,0.210389348,0.771531354,,,,,,,71
ELLIS,1202985000,K-12 School,302 Walnut Ave.,51123,K-12 School,2676680.8,0.13369472,0.854816532,,,,,,,87
Embassy Suites Boston Logan Airport,104102000,Hotel,167 Cottage Street,288000,"Hotel, Parking, Swimming Pool",18749610,0.447153538,0.514421367,,,,,,,94
EMERSON,800593000,K-12 School,6 Shirley St.,23320,K-12 School,1821364.1,0.219982287,0.761114101,,,,,,,46
Emerson Place - 19100,300449000,Multifamily Housing,10 Emerson PL ,509460,Multifamily Housing,32766430.1,0.272390497,0.703717128,,,,,,,76
Emmanuel Church,501198000,Worship Facility,15 Newbury Street,43779,Worship Facility,1956930,0.075425148,,0.918093391,,,,,,40
Emmanuel College,401847015,Medical Office,41 Avenue Louis Pasteur,50000,"Medical Office, Parking",10036837.6,0.366648157,0.601844808,,,,,,,1
Engine 02,602362000,Fire Station,700 East Fourth St,14040,Fire Station,1327004,0.209896096,0.772067002,,,,,,,
Engine 03,801129000,Fire Station,618 Harrison Ave,6000,Fire Station,720239.7,0.251113191,0.727307867,,,,,,,
Engine 04,300139000,Fire Station,200 Cambridge St,18150,Fire Station,1281762.3,0.286656488,0.688710379,,,,,,,
Engine 05,107039000,Fire Station,360 Saratoga St,10080,Fire Station,470303.3,0.218107251,0.763150078,,,,,,,
Engine 07,501129000,Fire Station,200 Columbus Ave,11376,Fire Station,1311972.6,0.884616005,0.039366676,,,,,,,
Engine 08,302072000,Fire Station,392 Hanover St,9926,Fire Station,1556957.7,0.166684904,0.818991422,,,,,,,
Engine 09,105382000,Fire Station,239 Sumner St,18836,Fire Station,2504371.2,0.325357064,0.646684126,,,,,,,
Engine 10,304102000,Fire Station,125 Purchase St,30052,Fire Station,5187656.8,0.297601366,0.67682492,,,,,,,
Engine 14,802523000,Fire Station,174 Dudley St,13200,Fire Station,1468892.2,0.307688331,0.665871192,,,,,,,
Engine 16,1703428000,Fire Station,9 Gallivan Boulevard,18060,Fire Station,1245815.3,0.197627305,0.785390098,,,,,,,
Engine 17,1500363000,Fire Station,7 Parish St,10008,Fire Station,1574951,0.159080519,0.827249229,,,,,,,
Engine 18,1603096000,Fire Station,1884 Dorchester Ave,10800,Fire Station,480006.7,0.39638526,0.569552467,,,,,,,
Engine 20,1603905010,Fire Station,301 Neponset Ave,12000,Fire Station,1126332.2,0.172654422,0.812508956,,,,,,,
Engine 21,704006000,Fire Station,641 Columbia Rd,12000,Fire Station,845218.9,0.14071548,0.847192366,,,,,,,
Engine 22,900523000,Fire Station,700 Tremont St,10500,Fire Station,621690.3,0.529099425,0.425433693,,,,,,,
Engine 24,1400748000,Fire Station,36 Washington St,12600,Fire Station,1490506.9,0.238260941,0.741264599,,,,,,,
Engine 28,1901314000,Fire Station,746 Centre St,13424,Fire Station,1331603.7,0.300640382,0.673524713,,,,,,,
Engine 29,2102550000,Fire Station,138 Chestnut Hill Ave,11292,Fire Station,1524527.5,0.176238804,0.80861644,,,,,,,
Engine 30,2005784000,Fire Station,1940 Centre St,9600,Fire Station,1092118.5,0.259675385,0.718009996,,,,,,,
Engine 32,201825000,Fire Station,525 Main St,10914,Fire Station,1535772.7,0.324480996,0.647635552,,,,,,,
Engine 33,503064000,Fire Station,941 Boylston St,11580,Fire Station,849858.3,0.499790695,0.457260934,,,,,,,
Engine 37,402030000,Fire Station,560 Huntington Ave,15824,Fire Station,1649237.1,0.158828223,0.827523283,,,,,,,
Engine 39,601410000,Fire Station,272 D Street,15640,Fire Station,1615635.7,0.297828025,0.676578885,,,,,,,
Engine 41,2100744000,Fire Station,460 Cambridge St,12696,Fire Station,1588551.5,0.344570396,0.625819811,,,,,,,
Engine 42,1100946001,Fire Station,1870 Columbus Ave,10384,Fire Station,1175116.5,0.245677635,0.733210707,,,,,,,
Engine 48,1809015000,Fire Station,60 Fairmount Ave,16062,Fire Station,1584218.6,0.252728509,0.72555391,,,,,,,
Engine 49,1809746000,Fire Station,209 Neponset Valley Parkway,15000,Fire Station,164234.3,0.920867143,,,,,,,,
Engine 50,203321000,Fire Station,34 Winthrop St,12000,Fire Station,132093.7,0.920866361,,,,,,,,
Engine 51,2203358000,Fire Station,425 Faneuil St,8550,Fire Station,1047558,0.173962683,0.811088264,,,,,,,
Engine 52,1404362000,Fire Station,975 Blue Hill Ave,7760,Fire Station,1708731.8,0.239465702,0.739956382,,,,,,,
Engine 53,1806649000,Fire Station,945 Canterbury St,18644,Fire Station,1590158.2,0.294990024,0.679660678,,,,,,,
Engine 55,2003043000,Fire Station,5115 WASHINGTON ST,17912,Fire Station,1205628.1,0.267816941,0.709168856,,,,,,,
Engine 56,101681000,Fire Station,1 Ashley St,6844,Fire Station,1080537.4,0.186023515,0.797990889,,,,,,,
English HS,1102600000,K-12 School,144 McBride St.,225560,K-12 School,22037257,0.071498337,0.922357624,,,,,,,45
Essex Street Apartments,304450050,Multifamily Housing,81 Essex Street,30053,Multifamily Housing,1588767.4,0.572433994,0.378375274,,,,,,,
Esteves Hall,2200530000,Residence Hall/Dormitory,45 Harvard Way,78375,Residence Hall/Dormitory,5516928.1,0.34944547,,0.62052576,,,,,,76
Evans Hall,402022000,College/University,305 Brookline Avenue,31900,College/University,510100.6,0.920867315,,,,,,,,
EVERETT,1301506000,K-12 School,71 Pleasant St.,31410,K-12 School,2264362,0.134342597,0.854113035,,,,,,,65
Evergreen Cemetery Administration Building,2102444000,Office,2060 Commonwealth Ave,1800,Office,Not Available,,,,,,,,,
Excel Academy Charter High School,104196010,K-12 School,401 Bremen Street,67527,K-12 School,1779241.2,0.292844855,0.681990165,,,,,,,99
"Exeter Towers, LLC",501398000,Multifamily Housing,28 Exeter Street,114305,"Multifamily Housing, Parking, Restaurant, Retail Store",5471022.1,0.437014713,0.525431436,,,,,,,91
Fairview Cemetery Administration Building,1812269085,Office,45 Fairview Ave,2400,Office,79204.6,0.920865922,,,,,,,,69
Family Justice Center,2100410000,Social/Meeting Hall,989 Commonwealth Ave,35000,Social/Meeting Hall,2802280.2,0.432291934,0.530560077,,,,,,,
Faneuil Branch,2203357000,Library,319 Faneuil Street,8072,Library,202885.7,0.920867566,,,,,,,,
Faneuil Hall,303689000,Other - Mall,Faneuil Hall South Market St.,28000,Other - Mall,1172985.6,0,,1,,,,,,
Farnsworth House: 90 South St,1103125000,Multifamily Housing,90 South St,75648,Multifamily Housing,3826616.2,0.307261847,0.666334319,,,,,,,92
Faros 20 Ashburton LLC,302814000,Office,20 Ashburton Place,51781,Office,2829652,0.559886538,,0.392000854,,,,,,86
FARRAGUT,1000269000,K-12 School,10 Fenwood Rd.,35055,K-12 School,2020767.8,0.210014204,0.771938815,,,,,,,75
Farrington/Highgate,21000669000,Multifamily Housing,33 Highgate Street,37792,Multifamily Housing,3199114.8,0.103601743,0.887495503,,,,,,,58
Federal Express Building,603405000,Distribution Center,775 Summer Street,97000,"Distribution Center, Office",8508235.5,0.17269262,0.812467438,,,,,,,60
Feldberg Garage,401862020,Parking,340 Brookline Ave,159333,Parking,772838.4,0.920867612,,,,,,,,
Fenmore Condominium,504165000,Multifamily Housing,"1109-1111 Boylston Street, 50, 52, 56, 60 and 64 Charlesgate East",107517,Multifamily Housing,12196102,0.118142926,0.871704722,,,,,,,66
Fens Stadium,504175000,Other,Parkdrath St Fld,1000,Other,257827.1,0.920867518,,,,,,,,
Fenview Condominium Trust,504259000,Multifamily Housing,85 Park Drive,13507,Multifamily Housing,724606,0.620437962,0.326246263,,,,,,,81
Fenway By The Park Condominium,504275000,Multifamily Housing,125-131 Park Drive,49150,Multifamily Housing,4546457.6,0.145196792,0.842326078,,,,,,,74
Fenway Park,504203000,Stadium (Open),4 Yawkey Way,610000,Stadium (Open),80747125.3,0.597175441,0.351507686,,,,,,,
Fenway Triangle Trilogy,2100051014,Multifamily Housing,180 Brookline Ave,476309,"Bank Branch, Food Sales, Multifamily Housing, Other, Parking, Retail Store",52047705.5,0.39928347,0.566405042,,,,,,,8
Fenway Views Condominium,2100033010,Multifamily Housing,"104, 106 &108 Peterborough Street, 51-67 Kilmarnock Street",43281,"Multifamily Housing, Parking",3358111.4,0.100203832,0.891185415,,,,,,,91
Fiber Building,202162080,Manufacturing/Industrial Plant,490 R Rutherford Ave,65800,Manufacturing/Industrial Plant,Not Available,,,,,,,,,
Field Corp - 1940 and 1950 Commonwealth,2102471000,Multifamily Housing,1940-1950 Commonwealth Avenue,60500,Multifamily Housing,3462614.5,0.036536282,0.01330665,,,,,,,99
"Field Corp 81,85,89 Strathmore Road",2102176000,Multifamily Housing,"81,85 and 89 Strathmore Road",51400,Multifamily Housing,3329368.2,0.019220987,0.011894539,,,,,,,99
Field Support Unit,1301627000,Police Station,170 HANCOCK ST,7200,Police Station,617202.8,0.350317157,0.619579172,,,,,,,
Fields Corner Branch,1600633000,Library,1520 Dorcheter Ave,8410,Library,597094.8,0.920867653,,,,,,,,
Fieldstone Apartments,1404349000,Multifamily Housing,901 - 907 Blue Hill Ave,50544,Multifamily Housing,2324434.8,0.170110719,0.815271222,,,,,,,98
FIFIELD,1701736000,K-12 School,20 Dunbar,31654,K-12 School,1941767,0.125190877,0.864051145,,,,,,,79
FIFTEEN BEACON STREET LLC,302805000,Hotel,15 A BEACON ST,41405,"Hotel, Other - Restaurant/Bar",121664254.6,0.013527583,0.96354514,0.021764814,,,,,,
Finland Building,801067020,Urgent Care/Clinic/Other Outpatient,754 Albany Street,80080,Urgent Care/Clinic/Other Outpatient,Not Available,,,,,,,,,
Fire Alarm,504175006,Fire Station,59 Fenway,13040,Fire Station,3921741.8,0.356903264,0.612427111,,,,,,,
Five Hundred Boylston Street,401092000,Office,500 Boylston St.,761594,"Office, Parking, Retail Store",36415351.6,0.920867416,,,,,,,,78
Flagship Wharf Condominium: 197 8th Street,203505100,Multifamily Housing,197 8th Street,590000,Multifamily Housing,32178914.6,0.469004174,0.490693055,,,,,,,34
Flaherty Pool,1903209000,Other - Recreation,160 Florence St,15000,Other - Recreation,3584047.4,0.390579362,0.57585706,,,,,,,
Flats on D,602842000,Multifamily Housing,411 D Street,237984,Multifamily Housing,8981156.6,0.421237037,0.54256493,,,,,,,97
Florence Apartments,1903232000,Multifamily Housing,"84-90, 92-106, 108-130, 132-154, 156-166 Fawndale Road",145643,Multifamily Housing,13214707.5,0.071591395,0.922256577,,,,,,,77
FOLIOBOSTON CONDOMINIUM TRUST,303990010,Multifamily Housing,80 Broad Street,323789,Multifamily Housing,10545995.9,0.37744468,0.590120484,,,,,,,98
Forest Acres,1802440000,Multifamily Housing,100 - 110 Livermore Street,72800,Multifamily Housing,5858018.8,0.025231177,0.972600668,,,,,,,92
Forestvale Apartments,1102906000,Multifamily Housing,"107-113 Forest Hills Street, 115-121 Forest Hills Street, 123-127 Forest Hills Street",98205,Multifamily Housing,7932450.6,0.09983126,0.891589996,,,,,,,84
Fort Point Place,602753010,Multifamily Housing,21 Wormwood Street,100000,Multifamily Housing,6074734.5,0.454149736,0.506823961,,,,,,,53
Fortress-Boston Corporation,703434000,Self-Storage Facility,83 105 Boston St,43104,Self-Storage Facility,2257664.6,0.62168375,0.324893255,,,,,,,
Four Seasons Place - Hotel/Condo,501185000,Hotel,200/220 Boylston Street,798170,"Hotel, Multifamily Housing, Parking, Swimming Pool",44898145.6,0.618889318,0.066029854,0.261898021,,,,,,83
Franciscan Hospital For Children: Franciscan Hospital For Children,2101272000,Hospital (General Medical & Surgical),30 Warren Street,180280,Hospital (General Medical & Surgical),35133942.2,0.341560814,0.629087954,,,,,,,97
Franciscan Monastery of St Clare,1902805000,Other - Lodging/Residential,920 Centre St,60000,"Other - Lodging/Residential, Parking",3026951.3,0.092849099,0.100199828,,,,,,,
Franklin Highland: 124-128 Ruthven Street,1202220000,Multifamily Housing,124-128 Ruthven Street,16357,Multifamily Housing,1165622.6,0.144667749,0.84290061,,,,,,,
Franklin Highlands: 278-280 Humboldt Avenue,1202327000,Multifamily Housing,278-280 Humboldt Avenue,29706,Multifamily Housing,2160685.8,0.157986621,0.828437156,,,,,,,71
Franklin Park Greenhouse,1203487000,Other,190 Morton Street,25000,Other,8535493.8,0.033739115,0.963361604,,,,,,,
Franklin Park Maintenance Shed,1203486000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,3600,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",48351.6,0.920864708,,,,,,,,
Franklin Park Ranger Office,1203486000,Office,Morton St and Canterbury St,1400,Office,220752.1,0.920866961,,,,,,,,1
Franklin Park Ranger Stables,1203486000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,4500,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",98704.9,0.920865888,,,,,,,,
Franklin Park Trades Office,1203486000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Morton St and Canterbury St,10000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1082218.2,0.920867492,,,,,,,,
Franklin Square Apartments,801385002,Multifamily Housing,11 East Newton Street,193816,Multifamily Housing,15639219.4,0.146838935,0.840542796,,,,,,,67
Fraunhofer CSE,602750030,Laboratory,5 Channel Center St,50490,Laboratory,2182642.8,0.920867362,,,,,,,,
FULLER,1102901000,K-12 School,25 Glen Rd.,19887,K-12 School,1817557.8,0.081690785,0.911289314,,,,,,,50
Fulton Court Condominium Trust,303478000,Multifamily Housing,100 Fulton Street,100800,Multifamily Housing,2947043.3,0.920867435,,,,,,,,
Gallatin Hall,2200530000,Residence Hall/Dormitory,24 Harvard Way,50956,Residence Hall/Dormitory,2401698.2,0.480166826,,0.478571163,,,,,,87
Gallivan Community Center,1800113500,Other - Recreation,61 Woodruff Way,10400,Other - Recreation,1237145.9,0.324099587,0.648049676,,,,,,,
Garage at Post Office Square,304163000,Parking,Zero Post Office Square,50000,"Other - Recreation, Parking",2512024.4,0.920867477,,,,,,,,
GARDNER,2201148000,K-12 School,30 Athol,59196,K-12 School,2880468.1,0.169031764,0.816442925,,,,,,,88
GARFIELD,2204036000,K-12 School,95 Beechcroft,47314,K-12 School,2768944.3,0.12295918,0.866474634,,,,,,,82
Garrison Condominium,401011000,Multifamily Housing,8 Garrison St,73000,Multifamily Housing,4843844.7,0.135842667,0.85248404,,,,,,,94
Garrison Square,0400972000 0400971000,Multifamily Housing,32 Garrison Street,155892,Multifamily Housing,8024189.9,0.772986069,0.160589171,,,,,,,59
Gatehouse 75 Whole Building,202360000,Multifamily Housing,75 W School St,117921,"Multifamily Housing, Parking",7967124.3,0.625967932,0.320240981,,,,,,,24
Gateway Terrace Condominium,0306396010 0306390010,Other - Lodging/Residential,"35 Fay Street, 40 Fay Street, 1166 Washington Street ",134880,Other - Lodging/Residential,8757487.9,0.405485894,0.55966964,,,,,,,
GAVIN,700774000,K-12 School,215 Dorchester,108387,K-12 School,5306118.9,0.179633637,0.804929927,,,,,,,87
Genesis House: 28 Wallingford Rd.,2102565020,Multifamily Housing,28 Wallingford Rd.,187656,Multifamily Housing,19052444.4,0.235324654,0.744453273,,,,,,,21
Geneva Apartments LLC,1401380000,Multifamily Housing,231 - 1 Geneva Ave,52350,Multifamily Housing,3718851.7,0.062142097,0.932517879,,,,,,,95
Geneva Avenue Elderly Housing: 22 Beechwood Street,1400035000,Multifamily Housing,22 Beechwood Street,42420,Multifamily Housing,2258074.1,0.431898811,0.530986959,,,,,,,77
George Robert White Resource Center,1808974000,Other,26 Central Ave,12300,Other,689781.4,0.231508966,0.748596584,,,,,,,
Georgetowne Homes I & II,1812326000,Multifamily Housing,400A Georgetowne Drive,1540954,Multifamily Housing,32731191.5,0.075129349,0.918414589,,,,,,,100
Girard - 24018,801103000,Multifamily Housing,50 Malden Street,200928,"Multifamily Housing, Parking",8651295.7,0.591533611,0.357634325,,,,,,,91
Glass Hall,2200530000,Office,660 Soldiers Field Road,7563,Office,599386.2,0.17038325,,0.81497522,,,,,,72
Gordon Hall,401882000,College/University,25 Shattuck St,72877,College/University,10611843.2,0.537104205,,0.208633859,,,,,,
Gordon Track and Tennis Center,2200533000,Race Track,69 North Harvard Street,77058,Race Track,Not Available,,,,,,,,,
Governor Apartments,2101692000,Multifamily Housing,180 Allston Street,91557,Multifamily Housing,4951133.1,0.151705466,0.835258095,,,,,,,91
Grand Families,1402009000,Multifamily Housing,214 Harvard St,36352,"Multifamily Housing, Parking",2770763.9,0.208564477,0.773513037,,,,,,,63
Grand Lodge of Masons,304889000,Social/Meeting Hall,186 Tremont Street,101000,Social/Meeting Hall,4549020.8,0.215414922,0.039283179,0.726790741,,,,,,
Granite Lena Park - 2 Abbot St,1401933000,Multifamily Housing,786 Blue Hill Avenue,25200,Multifamily Housing,1998851.4,0.163265678,0.822704479,,,,,,,79
Grant Manor: Grant Manor,801675000,Multifamily Housing,1810-1854 Washington Street,209882,Multifamily Housing,17408596.4,0.192133342,0.791356131,,,,,,,68
Greater Boston Food Bank,801027000,Distribution Center,70 South Bay Avenue,117244,"Distribution Center, Parking, Refrigerated Warehouse",10514603.7,0.602453351,0.345776218,,,,,,,14
Greater Boston Legal Services,301592000,Office,32 38 Anthony R Valenti Wy,50400,Office,2627340.8,0.789992944,0.142120885,,,,,,,77
Greenhill House,2200530000,Office,40 Harvard Way,5940,Office,565093,0.130835257,,0.857922147,,,,,,67
Greenway Apartments,103916000,Multifamily Housing,170 Maverick Street,38370,"Multifamily Housing, Parking",8331.1,0.92086536,,,,,,,,100
GREENWOOD E,1807633008,K-12 School,612 METROPOLITAN AVE,51128,K-12 School,2109782.4,0.227548195,0.752897929,,,,,,,91
GREENWOOD S,1402619000,K-12 School,186 GLENWAY ST,58452,K-12 School,1120779.5,0.502350735,0.454481011,,,,,,,99
GREW,1811478000,K-12 School,40 Gordon Ave.,32216,K-12 School,2454702.6,0.135618366,0.852727618,,,,,,,60
GUILD,101681000,K-12 School,5 Ashley St.,36628,K-12 School,2048082.9,0.178427387,0.806239826,,,,,,,80
HALE,903694001,K-12 School,51 Cedar St.,23084,K-12 School,2074161.4,0.161883573,0.824205387,,,,,,,40
HALEY,1806597000,K-12 School,570 American Legion HWY.,38993,K-12 School,2503324.6,0.394172346,0.571955391,,,,,,,46
HAMILTON,2102501000,K-12 School,198 Strathmore Rd.,31570,K-12 School,1744296.8,0.114940886,0.875181964,,,,,,,86
Hamilton Hall,2200530000,Residence Hall/Dormitory,700 Soldiers Field Road,49297,Residence Hall/Dormitory,2049178.5,0.442151902,,0.519852809,,,,,,92
Hamilton Northeast LLC,901323502,Multifamily Housing,650 Columbus Ave,181399,Multifamily Housing,11397738.8,0.472347784,0.4870621,,,,,,,37
Hamilton Union:  518-524 Cambridge St,2101175000,Multifamily Housing,508-524 Cambridge,26010,Multifamily Housing,6382791,0.055323753,0.939922144,,,,,,,1
Hancock Village - Boston East and West,2006994000,Multifamily Housing,298 Independence Dr,236023,"Multifamily Housing, Parking",28982785.1,0.129048435,0.859862091,,,,,,,13
Hanover,302391000,Multifamily Housing,216-228 Hanover Street,76200,"Multifamily Housing, Restaurant, Retail Store",3772091.8,0.125527842,0.863685237,,,,,,,100
Harbor Garage,302995000,Other,70 East India Row,364500,Other,4105548,0.92086738,,,,,,,,
Harbor Patrol,602674200,Police Station,Drydock  /  Summer St,2100,Police Station,418776.3,0.920867429,,,,,,,,
Harbor Seafood,602674003,Other,8 Seafood Way,66087,Other,10398430.7,0.799648786,0.131635257,,,,,,,
Harborside Inn,303808000,Hotel,185 State Street,62370,Hotel,7840620.4,0.477417936,0.481556294,,,,,,,6
Harvard Club,503816000,Hotel,374 Commonwealth Avenue,80000,"Hotel, Parking, Restaurant",23928517.8,0.158076563,0.828339497,,,,,,,10
Harvard Hill - 436 Harvard,1404445000,Multifamily Housing,436 Harvard St,23667,Multifamily Housing,1195440.6,0.01958177,0.978735372,,,,,,,
Harvard Stadium,2200533000,Stadium (Open),79 North Harvard Street,351745,Stadium (Open),Not Available,,,,,,,,,
Harvard Vanguard Medical,2006994100,Medical Office,291 Independence Drive,44508,"Medical Office, Parking",5867682.5,0.540603657,0.412940867,,,,,,,52
Harvard Vanguard Medical Associates,2100074000,Medical Office,133 brookline Ave,278667,"Data Center, Medical Office, Parking",50558484.1,0.476558893,0.482489134,,,,,,,
Hawes Hall,2200530000,College/University,37 Harvard Way,61104,College/University,4562453.6,0.714273906,,0.224346676,,,,,,
Hawthorne Place Condominium Trust,300475000,Multifamily Housing,2 Hawthorne Place,476544,Multifamily Housing,35422498.4,0.265113639,0.71210444,,,,,,,61
Haynes House,902160000,Multifamily Housing,735 Shawmut Ave,138710,"Multifamily Housing, Parking",10029763.2,0.252810067,0.725465283,,,,,,,57
Headquarters BFD,801020000,Fire Station,115 South Hampton St,62432,Fire Station,15543046,0.163450731,0.822503523,,,,,,,
Headquarters BPD,902771010,Police Station,1199 Tremont St,180000,Police Station,34514617.4,0.500235341,0.456778107,,,,,,,
Health Center,402012000,College/University,94 Pilgrim Road,5400,College/University,141758.7,0.92086756,,,,,,,,
Hearth at Olmstead Green: 2 Kingbird Road,1405196900,Multifamily Housing,305 American Legion Hwy,59580,Multifamily Housing,2448343.2,0.40374533,0.561559793,,,,,,,86
Hebrew Rehabilitation Center,2005206000,Hospital (General Medical & Surgical),1200 Centre St,420000,"Hospital (General Medical & Surgical), Parking",71748775.7,0.31370734,0.658492513,,,,,,,98
HEMENWAY,1809550000,K-12 School,37 Millstone Rd.,15077,K-12 School,1382009.6,0.200725571,0.782025682,,,,,,,33
Hemenway Apartments,401797000,Multifamily Housing,491 Huntington Ave,70300,Multifamily Housing,7633756.6,0.190306932,0.793339468,,,,,,,33
Hemenway Park Drive: 121 Park,504274000,Multifamily Housing,121 Park Drive,33360,Multifamily Housing,960867.6,0.307222687,0.666376824,,,,,,,100
Hemenway Park Drive: 26 Hemenway,401397000,Multifamily Housing,26 Hemenway Street,30720,Multifamily Housing,1092533.1,0.31913988,0.65343558,,,,,,,100
HENNIGAN,1001673000,K-12 School,200 Heath St.,137800,"K-12 School, Swimming Pool",18371171.5,0.093956553,0.897969523,,,,,,,22
HERNANDEZ,1101565000,K-12 School,61 School St.,64313,K-12 School,4376549.2,0.101889826,0.88935454,,,,,,,74
HF GROUP LLC,0202138000 0202139000,Manufacturing/Industrial Plant,100 CAMBRIDGE ST.,39754,Manufacturing/Industrial Plant,5872510.7,0.521463133,0.433726157,,,,,,,
HIGGINSON,1101854000,K-12 School,160 Harrishof St.,22968,K-12 School,2174434.8,0.114384078,0.875786618,,,,,,,42
High Pressure Station,305361005,Fire Station,117 Kneeland St,2500,Fire Station,65900.3,0.920868806,,,,,,,,
Hillview Condominium Trust,2012245000,Other - Lodging/Residential,5050 Washington Street,88818,Other - Lodging/Residential,4456873.2,0.209711026,0.772267921,,,,,,,
Hilton Boston Back Bay - BOSBH,401327000,Hotel,40 Dalton Street,393752,Hotel,30266891,0.509968077,0.117299801,0.328909203,,,,,,69
Hilton Boston Downtown/Faneuil Hall,304029000,Hotel,89 Broad St,338757,"Hotel, Office, Restaurant, Retail Store",39968104.4,0.266458647,0.211691303,0.498952555,,,,,,
Historic South End,0901144000;0305741000;0400285000;0402452000;0402618000;0402619000;0402620000;0402621000;0402842000;0801481000;0900792000;0900793000;0900794000;0900795000;0900796000;0900797000;0900798000;0900799000;0900916000;0900923000;0901072000;0901074000;0901076000;0901078000;0901137000;0901139000;0901141000,Multifamily Housing,792 Tremont Street,93252,Multifamily Housing,12065043.7,0.159726982,0.826547242,,,,,,,22
"HLT Boston Logan Airport, MA",104102000,Hotel,One Hotel Drive,410000,Hotel,52007919.9,0.355958518,0.613453021,,,,,,,36
